Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Aquatics,Diving,"ALEINIK, Vladimir",URS,Men,10m platform,M,Bronze
Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,10m platform,M,Gold
Aquatics,Diving,"LOUGANIS, Gregory",USA,Men,10m platform,M,Silver
Aquatics,Diving,"WILSON, Deborah Keplar",USA,Women,10m platform,W,Bronze
Aquatics,Diving,"VAYTSEKHOVSKAYA, Elena",URS,Women,10m platform,W,Gold
Aquatics,Diving,"KNAPE-LINDBERGH, Ulrika",SWE,Women,10m platform,W,Silver
Aquatics,Diving,"KOSENKOV, Aleksandr",URS,Men,3m springboard,M,Bronze
Aquatics,Diving,"BOGGS, Philip George",USA,Men,3m springboard,M,Gold
Aquatics,Diving,"CAGNOTTO, Giorgio Franco",ITA,Men,3m springboard,M,Silver
Aquatics,Diving,"POTTER-MCINGVALE, Cynthia",USA,Women,3m springboard,W,Bronze
Aquatics,Diving,"CHANDLER, Jennifer Kay",USA,Women,3m springboard,W,Gold
Aquatics,Diving,"KÖHLER, Christa",GDR,Women,3m springboard,W,Silver
Aquatics,Swimming,"MATTHES, Roland",GDR,Men,100m backstroke,M,Bronze
Aquatics,Swimming,"NABER, John Phillips",USA,Men,100m backstroke,M,Gold
Aquatics,Swimming,"ROCCA, Peter Drake",USA,Men,100m backstroke,M,Silver
Aquatics,Swimming,"GARAPICK, Nancy Ellen",CAN,Women,100m backstroke,W,Bronze
Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,100m backstroke,W,Gold
Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,100m backstroke,W,Silver
Aquatics,Swimming,"YOZAITIS, Arvidas",URS,Men,100m breaststroke,M,Bronze
Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,100m breaststroke,M,Gold
Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,100m breaststroke,M,Silver
Aquatics,Swimming,"KOSHEVAYA, Marina",URS,Women,100m breaststroke,W,Bronze
Aquatics,Swimming,"ANKE, Hannelore",GDR,Women,100m breaststroke,W,Gold
Aquatics,Swimming,"RUSANOVA, Lyubov",URS,Women,100m breaststroke,W,Silver
Aquatics,Swimming,"HALL, Gary Wayne",USA,Men,100m butterfly,M,Bronze
Aquatics,Swimming,"VOGEL, Matthew Haynes",USA,Men,100m butterfly,M,Gold
Aquatics,Swimming,"BOTTOM, Joseph Stuart",USA,Men,100m butterfly,M,Silver
Aquatics,Swimming,"BOGLIOLI, Wendy Lansbach",USA,Women,100m butterfly,W,Bronze
Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,100m butterfly,W,Gold
Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,100m butterfly,W,Silver
Aquatics,Swimming,"NOCKE, Peter",FRG,Men,100m freestyle,M,Bronze
Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,100m freestyle,M,Gold
Aquatics,Swimming,"BABASHOFF, Jack, Jr.",USA,Men,100m freestyle,M,Silver
Aquatics,Swimming,"BRIGITHA, Enith",NED,Women,100m freestyle,W,Bronze
Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,100m freestyle,W,Gold
Aquatics,Swimming,"PRIEMER, Petra",GDR,Women,100m freestyle,W,Silver
Aquatics,Swimming,"HOLLAND, Stephen",AUS,Men,1500m freestyle,M,Bronze
Aquatics,Swimming,"GOODELL, Brian Stuart",USA,Men,1500m freestyle,M,Gold
Aquatics,Swimming,"HACKETT, Robert William",USA,Men,1500m freestyle,M,Silver
Aquatics,Swimming,"HARRIGAN, Daniel Lee",USA,Men,200m backstroke,M,Bronze
Aquatics,Swimming,"NABER, John Phillips",USA,Men,200m backstroke,M,Gold
Aquatics,Swimming,"ROCCA, Peter Drake",USA,Men,200m backstroke,M,Silver
Aquatics,Swimming,"GARAPICK, Nancy Ellen",CAN,Women,200m backstroke,W,Bronze
Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,200m backstroke,W,Gold
Aquatics,Swimming,"TREIBER, Birgit",GDR,Women,200m backstroke,W,Silver
Aquatics,Swimming,"COLELLA, Richard Phillip Jr.",USA,Men,200m breaststroke,M,Bronze
Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,200m breaststroke,M,Gold
Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,200m breaststroke,M,Silver
