Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Aquatics,Diving,"KURTZ, Frank Allen",USA,Men,10m platform,M,Bronze
Aquatics,Diving,"SMITH, Harold Edwin",USA,Men,10m platform,M,Gold
Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,10m platform,M,Silver
Aquatics,Diving,"ROPER, Marion Dale",USA,Women,10m platform,W,Bronze
Aquatics,Diving,"POYNTON-HILL, Dorothy",USA,Women,10m platform,W,Gold
Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,10m platform,W,Silver
Aquatics,Diving,"DEGENER, Richard Kempster",USA,Men,3m springboard,M,Bronze
Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,3m springboard,M,Gold
Aquatics,Diving,"SMITH, Harold Edwin",USA,Men,3m springboard,M,Silver
Aquatics,Diving,"FAUNTZ, Jane",USA,Women,3m springboard,W,Bronze
Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,3m springboard,W,Gold
Aquatics,Diving,"RAWLS, Katherine Louise",USA,Women,3m springboard,W,Silver
Aquatics,Swimming,"KAWATSU, Kentaro",JPN,Men,100m backstroke,M,Bronze
Aquatics,Swimming,"KIYOKAWA, Masaji",JPN,Men,100m backstroke,M,Gold
Aquatics,Swimming,"IRIYE, Toshio",JPN,Men,100m backstroke,M,Silver
Aquatics,Swimming,"DAVIES, Elizabeth Valerie",GBR,Women,100m backstroke,W,Bronze
Aquatics,Swimming,"HOLM, Eleanor",USA,Women,100m backstroke,W,Gold
Aquatics,Swimming,"MEALING, Philomenia Alecia",AUS,Women,100m backstroke,W,Silver
Aquatics,Swimming,"SCHWARTZ, Albert",USA,Men,100m freestyle,M,Bronze
Aquatics,Swimming,"MIOYAZAKI, Yasuji",JPN,Men,100m freestyle,M,Gold
Aquatics,Swimming,"KAWAISHI, Tatsugo",JPN,Men,100m freestyle,M,Silver
Aquatics,Swimming,"SAVILLE, Eleanor",USA,Women,100m freestyle,W,Bronze
Aquatics,Swimming,"MADISON, Helene",USA,Women,100m freestyle,W,Gold
Aquatics,Swimming,"DEN OUDEN, Willemyntje (Willy)",NED,Women,100m freestyle,W,Silver
Aquatics,Swimming,"CRISTY, James Crapo Jr.",USA,Men,1500m freestyle,M,Bronze
Aquatics,Swimming,"KITAMURA, Kusuo",JPN,Men,1500m freestyle,M,Gold
Aquatics,Swimming,"MAKINO, Shozo",JPN,Men,1500m freestyle,M,Silver
Aquatics,Swimming,"YLDEFONSO, Teofilo",PHI,Men,200m breaststroke,M,Bronze
Aquatics,Swimming,"TSURUTA, Yoshiyuki",JPN,Men,200m breaststroke,M,Gold
Aquatics,Swimming,"KOIKE, Reizo",JPN,Men,200m breaststroke,M,Silver
Aquatics,Swimming,"JACOBSEN, Else Agnes Ella",DEN,Women,200m breaststroke,W,Bronze
Aquatics,Swimming,"DENNIS, Clare",AUS,Women,200m breaststroke,W,Gold
Aquatics,Swimming,"MAEHATA, Hideko",JPN,Women,200m breaststroke,W,Silver
Aquatics,Swimming,"OYOKOTA, Tsutomu",JPN,Men,400m freestyle,M,Bronze
Aquatics,Swimming,"CRABBE, Clarence",USA,Men,400m freestyle,M,Gold
Aquatics,Swimming,"TARIS, Jean",FRA,Men,400m freestyle,M,Silver
Aquatics,Swimming,"MAAKAL, Jenny",RSA,Women,400m freestyle,W,Bronze
Aquatics,Swimming,"MADISON, Helene",USA,Women,400m freestyle,W,Gold
Aquatics,Swimming,"KIGHT-WINGARD, Lenore",USA,Women,400m freestyle,W,Silver
Aquatics,Swimming,"COOPER, Margaret Joyce",GBR,Women,4x100m freestyle relay,W,Bronze
Aquatics,Swimming,"DAVIES, Elizabeth Valerie",GBR,Women,4x100m freestyle relay,W,Bronze
Aquatics,Swimming,"HUGHES, Edna Tildesley",GBR,Women,4x100m freestyle relay,W,Bronze
Aquatics,Swimming,"VARCOE, Helen Gradwell",GBR,Women,4x100m freestyle relay,W,Bronze
