Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Aquatics,Diving,"BLOMGREN, Gustaf",SWE,Men,10m platform,M,Bronze
Aquatics,Diving,"ADLERZ, Erik",SWE,Men,10m platform,M,Gold
Aquatics,Diving,"ZÜRNER, Albert",GER,Men,10m platform,M,Silver
Aquatics,Diving,"WHITE, Isabella Mary",GBR,Women,10m platform,W,Bronze
Aquatics,Diving,"JOHANSSON, Greta",SWE,Women,10m platform,W,Gold
Aquatics,Diving,"REGNELL, Lisa",SWE,Women,10m platform,W,Silver
Aquatics,Diving,"BEHRENS, Kurt",GER,Men,3m springboard,M,Bronze
Aquatics,Diving,"GÜNTHER, Paul",GER,Men,3m springboard,M,Gold
Aquatics,Diving,"LUBER, Hans",GER,Men,3m springboard,M,Silver
Aquatics,Diving,"JANSSON, John",SWE,Men,plain high diving,M,Bronze
Aquatics,Diving,"ADLERZ, Erik",SWE,Men,plain high diving,M,Gold
Aquatics,Diving,"JOHANSSON, Hjalmar",SWE,Men,plain high diving,M,Silver
Aquatics,Swimming,"KELLNER, Paul",GER,Men,100m backstroke,M,Bronze
Aquatics,Swimming,"HEBNER, Harry J.",USA,Men,100m backstroke,M,Gold
Aquatics,Swimming,"FAHR, Otto",GER,Men,100m backstroke,M,Silver
Aquatics,Swimming,"HUSZAGH, Kenneth",USA,Men,100m freestyle,M,Bronze
Aquatics,Swimming,"KAHANAMOKU, Duke Paoa",USA,Men,100m freestyle,M,Gold
Aquatics,Swimming,"HEALY, Cecil",ANZ,Men,100m freestyle,M,Silver
Aquatics,Swimming,"FLETCHER, Jennie",GBR,Women,100m freestyle,W,Bronze
Aquatics,Swimming,"DURACK, Fanny",ANZ,Women,100m freestyle,W,Gold
Aquatics,Swimming,"WYLIE, Wilhelmina",ANZ,Women,100m freestyle,W,Silver
Aquatics,Swimming,"HARDWICK, Harold H.",ANZ,Men,1500m freestyle,M,Bronze
Aquatics,Swimming,"HODGSON, George Ritchie",CAN,Men,1500m freestyle,M,Gold
Aquatics,Swimming,"HATFIELD, John Gatenby",GBR,Men,1500m freestyle,M,Silver
Aquatics,Swimming,"MALISCH, Kurt Paul",GER,Men,200m breaststroke,M,Bronze
