Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,10m platform,M,Bronze
Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",USA,Men,10m platform,M,Gold
Aquatics,Diving,"SIMAIKA, Farid",EGY,Men,10m platform,M,Silver
Aquatics,Diving,"SJÖQVIST, Laura",SWE,Women,10m platform,W,Bronze
Aquatics,Diving,"BECKER-PINKSTON, Elizabeth",USA,Women,10m platform,W,Gold
Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,10m platform,W,Silver
Aquatics,Diving,"SIMAIKA, Farid",EGY,Men,3m springboard,M,Bronze
Aquatics,Diving,"DESJARDINS, Ulise Joseph ""Peter""",USA,Men,3m springboard,M,Gold
Aquatics,Diving,"GALITZEN, Michael Riley",USA,Men,3m springboard,M,Silver
Aquatics,Diving,"COLEMAN, Georgia V.",USA,Women,3m springboard,W,Bronze
Aquatics,Diving,"MEANY, Helen",USA,Women,3m springboard,W,Gold
Aquatics,Diving,"POYNTON-HILL, Dorothy",USA,Women,3m springboard,W,Silver
Aquatics,Swimming,"WYATT, Paul",USA,Men,100m backstroke,M,Bronze
Aquatics,Swimming,"KOJAC, George Harold",USA,Men,100m backstroke,M,Gold
Aquatics,Swimming,"LAUFER, Walter",USA,Men,100m backstroke,M,Silver
Aquatics,Swimming,"COOPER, Margaret Joyce",GBR,Women,100m backstroke,W,Bronze
Aquatics,Swimming,"BRAUN, Maria Johanna",NED,Women,100m backstroke,W,Gold
Aquatics,Swimming,"KING, Ellen Elizabeth",GBR,Women,100m backstroke,W,Silver
Aquatics,Swimming,"TAKAISHI, Katsuo",JPN,Men,100m freestyle,M,Bronze
Aquatics,Swimming,"WEISSMULLER, Johnny",USA,Men,100m freestyle,M,Gold
Aquatics,Swimming,"BARANY, Istvan",HUN,Men,100m freestyle,M,Silver
Aquatics,Swimming,"COOPER, Margaret Joyce",GBR,Women,100m freestyle,W,Bronze
Aquatics,Swimming,"OSIPOWICH, Albina Lucy",USA,Women,100m freestyle,W,Gold
Aquatics,Swimming,"SAVILLE, Eleanor",USA,Women,100m freestyle,W,Silver
Aquatics,Swimming,"CRABBE, Clarence",USA,Men,1500m freestyle,M,Bronze
Aquatics,Swimming,"BORG, Arne",SWE,Men,1500m freestyle,M,Gold
Aquatics,Swimming,"CHARLTON, Andrew",AUS,Men,1500m freestyle,M,Silver
Aquatics,Swimming,"YLDEFONSO, Teofilo",PHI,Men,200m breaststroke,M,Bronze
Aquatics,Swimming,"TSURUTA, Yoshiyuki",JPN,Men,200m breaststroke,M,Gold
Aquatics,Swimming,"RADEMACHER, Erich",GER,Men,200m breaststroke,M,Silver
Aquatics,Swimming,"MÜHE, Charlotte",GER,Women,200m breaststroke,W,Bronze
Aquatics,Swimming,"SCHRADER, Hilde",GER,Women,200m breaststroke,W,Gold
Aquatics,Swimming,"BARON, Mietje",NED,Women,200m breaststroke,W,Silver
Aquatics,Swimming,"BORG, Arne",SWE,Men,400m freestyle,M,Bronze
Aquatics,Swimming,"ZORRILLA, Victoriano",ARG,Men,400m freestyle,M,Gold
Aquatics,Swimming,"CHARLTON, Andrew",AUS,Men,400m freestyle,M,Silver
Aquatics,Swimming,"MCKIM, Josephine E.",USA,Women,400m freestyle,W,Bronze
Aquatics,Swimming,"NORELIUS, Martha",USA,Women,400m freestyle,W,Gold
Aquatics,Swimming,"BRAUN, Maria Johanna",NED,Women,400m freestyle,W,Silver
Aquatics,Swimming,"REDFORD, Marie E.",RSA,Women,4x100m freestyle relay,W,Bronze
Aquatics,Swimming,"RENNIE, Rhoda",RSA,Women,4x100m freestyle relay,W,Bronze
Aquatics,Swimming,"RUSSELL, Kathleen",RSA,Women,4x100m freestyle relay,W,Bronze
